,kenteken,voertuigsoort,merk,handelsbenaming,inrichting,eerste_kleur,aantal_cilinders,massa_ledig_voertuig,wam_verzekerd,aantal_deuren,aantal_wielen,europese_voertuigcategorie,vermogen_massarijklaar,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,brandstof_volgnummer,brandstof_omschrijving,emissiecode_omschrijving,milieuklasse_eg_goedkeuring_licht,klasse_hybride_elektrisch_voertuig,uitlaatemissieniveau
4923,VTF60R,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,4,4,N1,0.03,2023-02-23T00:00:00.000,2023-02-23T00:00:00.000,2023-02-23T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4924,VTF83H,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,4,4,N1,0.03,2023-01-19T00:00:00.000,2023-01-19T00:00:00.000,2023-01-19T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4925,VTF93N,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,4,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-24T00:00:00.000,2023-02-24T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4926,VTF98R,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,4,4,N1,0.03,2023-01-13T00:00:00.000,2023-01-13T00:00:00.000,2023-01-13T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4927,VTG16S,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-01-12T00:00:00.000,2023-01-12T00:00:00.000,2023-01-12T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4928,VTG17S,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-02-23T00:00:00.000,2023-02-23T00:00:00.000,2023-02-23T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4929,VTG30H,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,4,4,N1,0.03,2023-02-21T00:00:00.000,2023-02-21T00:00:00.000,2023-02-21T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4930,VTG45K,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,4,4,N1,0.03,2023-02-03T00:00:00.000,2023-02-03T00:00:00.000,2023-02-03T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4931,VTG53V,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-01-18T00:00:00.000,2023-01-18T00:00:00.000,2023-01-18T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4932,VTG57G,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Nee,4,4,N1,0.03,2023-03-06T00:00:00.000,2023-03-06T00:00:00.000,2023-03-06T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4933,VTG85Z,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-01-07T00:00:00.000,2023-01-07T00:00:00.000,2023-01-07T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4934,VTG89H,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,4,4,N1,0.03,2023-01-18T00:00:00.000,2023-01-18T00:00:00.000,2023-01-18T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4935,VTH18R,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-01-23T00:00:00.000,2023-01-23T00:00:00.000,2023-01-23T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4936,VTH19R,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-01-13T00:00:00.000,2023-01-13T00:00:00.000,2023-01-13T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4937,VTH25R,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,4,4,N1,0.03,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4938,VTH33P,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-02-25T00:00:00.000,2023-02-25T00:00:00.000,2023-02-25T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4939,VTH34T,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,4,4,N1,0.03,2023-01-16T00:00:00.000,2023-01-16T00:00:00.000,2023-01-16T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4940,VTH72F,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-02-07T00:00:00.000,2023-02-07T00:00:00.000,2023-02-07T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4941,VTH79B,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-02-09T00:00:00.000,2023-02-09T00:00:00.000,2023-02-09T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4942,VTH83X,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,4,4,N1,0.03,2023-01-18T00:00:00.000,2023-01-18T00:00:00.000,2023-01-18T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4943,VTH97S,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-01-20T00:00:00.000,2023-01-20T00:00:00.000,2023-01-20T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4944,VTH98S,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4945,VTH99S,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-01-24T00:00:00.000,2023-01-24T00:00:00.000,2023-01-24T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4946,VTJ11D,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-02-14T00:00:00.000,2023-02-14T00:00:00.000,2023-02-14T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4947,VTJ18Z,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,4,4,N1,0.03,2023-01-25T00:00:00.000,2023-01-25T00:00:00.000,2023-01-25T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4948,VTJ19F,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO 150 KW,gesloten opbouw,N.v.t.,,2252,Ja,5,4,N1,0.03,2023-03-02T00:00:00.000,2022-12-20T00:00:00.000,2023-03-02T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4949,VTJ39S,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,4,4,N1,0.03,2023-02-03T00:00:00.000,2023-02-03T00:00:00.000,2023-02-03T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4950,VTJ90G,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,4,4,N1,0.03,2023-01-23T00:00:00.000,2023-01-23T00:00:00.000,2023-01-23T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4951,VTJ91K,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,4,4,N1,0.03,2023-01-24T00:00:00.000,2023-01-24T00:00:00.000,2023-01-24T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4952,VTJ94F,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,4,4,N1,0.03,2023-01-23T00:00:00.000,2023-01-23T00:00:00.000,2023-01-23T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4953,VTJ95F,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,4,4,N1,0.03,2023-01-23T00:00:00.000,2023-01-23T00:00:00.000,2023-01-23T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4954,VTJ96F,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,4,4,N1,0.03,2023-01-23T00:00:00.000,2023-01-23T00:00:00.000,2023-01-23T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4955,VTK06Z,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-02-03T00:00:00.000,2023-02-03T00:00:00.000,2023-02-03T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4956,VTK18P,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-01-27T00:00:00.000,2023-01-27T00:00:00.000,2023-01-27T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4957,VTK21T,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,4,4,N1,0.03,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4958,VTK77H,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO 150 KW,gesloten opbouw,N.v.t.,,2252,Ja,5,4,N1,0.03,2023-01-30T00:00:00.000,2022-12-28T00:00:00.000,2023-01-30T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4959,VTL03J,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-02-22T00:00:00.000,2023-02-22T00:00:00.000,2023-02-22T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4960,VTL04G,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-02-03T00:00:00.000,2023-02-03T00:00:00.000,2023-02-03T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4961,VTL13G,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-02-02T00:00:00.000,2023-02-02T00:00:00.000,2023-02-02T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4962,VTL14J,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,4,4,N1,0.03,2023-03-10T00:00:00.000,2023-03-10T00:00:00.000,2023-03-10T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4963,VTL18B,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,4,4,N1,0.03,2023-02-15T00:00:00.000,2023-02-15T00:00:00.000,2023-02-15T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4964,VTL20B,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-02-03T00:00:00.000,2023-02-03T00:00:00.000,2023-02-03T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4965,VTL23S,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,4,4,N1,0.03,2023-02-10T00:00:00.000,2023-02-10T00:00:00.000,2023-02-10T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4966,VTL34J,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO 150 KW,gesloten opbouw,N.v.t.,,2252,Ja,5,4,N1,0.03,2023-03-09T00:00:00.000,2023-01-30T00:00:00.000,2023-01-30T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4967,VTL72X,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-02-16T00:00:00.000,2023-02-16T00:00:00.000,2023-02-16T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4968,VTL86H,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-02-06T00:00:00.000,2023-02-06T00:00:00.000,2023-02-06T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4969,VTL97H,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-02-10T00:00:00.000,2023-02-10T00:00:00.000,2023-02-10T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4970,VTL97N,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,4,4,N1,0.03,2023-03-03T00:00:00.000,2023-03-03T00:00:00.000,2023-03-03T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4971,VTN02T,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-02-10T00:00:00.000,2023-02-10T00:00:00.000,2023-02-10T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4972,VTN13N,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO 150 KW,gesloten opbouw,N.v.t.,,2252,Ja,5,4,N1,0.03,2023-02-20T00:00:00.000,2023-01-23T00:00:00.000,2023-02-20T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4973,VTN13T,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-02-17T00:00:00.000,2023-02-17T00:00:00.000,2023-02-17T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4974,VTN14T,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-02-15T00:00:00.000,2023-02-15T00:00:00.000,2023-02-15T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4975,VTN24P,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-03-10T00:00:00.000,2023-03-10T00:00:00.000,2023-03-10T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4976,VTN25X,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-03-03T00:00:00.000,2023-03-03T00:00:00.000,2023-03-03T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4977,VTN26T,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,2,4,N1,0.03,2023-02-24T00:00:00.000,2023-02-24T00:00:00.000,2023-02-24T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4978,VTN49V,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO 150 KW,gesloten opbouw,N.v.t.,,2252,Ja,4,4,N1,0.03,2023-02-15T00:00:00.000,2023-01-24T00:00:00.000,2023-02-15T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
4979,VTN76J,Bedrijfsauto,VOLKSWAGEN,ID. BUZZ CARGO MODIFIED PARTITION WALL,gesloten opbouw,N.v.t.,,2252,Ja,4,4,N1,0.03,2023-02-16T00:00:00.000,2023-02-16T00:00:00.000,2023-02-16T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
