,kenteken,voertuigsoort,merk,handelsbenaming,inrichting,eerste_kleur,massa_ledig_voertuig,wam_verzekerd,aantal_wielen,europese_voertuigcategorie,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,aantal_deuren,aantal_cilinders,vermogen_massarijklaar,brandstof_volgnummer,brandstof_omschrijving,emissiecode_omschrijving,klasse_hybride_elektrisch_voertuig,uitlaatemissieniveau,milieuklasse_eg_goedkeuring_licht
6401,VNX86D,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-07-15T00:00:00.000,2022-01-31T00:00:00.000,2022-01-31T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6402,VNX87D,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-05-27T00:00:00.000,2022-01-28T00:00:00.000,2022-01-28T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6403,VNZ34X,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-02-28T00:00:00.000,2022-02-28T00:00:00.000,2022-02-28T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6404,VNZ85K,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-02-12T00:00:00.000,2022-02-12T00:00:00.000,2022-02-12T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6405,VPB58J,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-02-24T00:00:00.000,2022-02-24T00:00:00.000,2022-02-24T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6406,VPB62G,Bedrijfsauto,PEUGEOT,E-PARTNER,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-03-28T00:00:00.000,2022-03-28T00:00:00.000,2022-03-28T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6407,VPB78G,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-02-17T00:00:00.000,2022-02-17T00:00:00.000,2022-02-17T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6408,VPD36N,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-04-15T00:00:00.000,2022-04-15T00:00:00.000,2022-04-15T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6409,VPD37Z,Bedrijfsauto,PEUGEOT,E-PARTNER,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-03-01T00:00:00.000,2022-03-01T00:00:00.000,2022-03-01T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6410,VPD50N,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-10-27T00:00:00.000,2022-10-27T00:00:00.000,2022-10-27T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6411,VPD68B,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-02-22T00:00:00.000,2022-02-22T00:00:00.000,2022-02-22T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6412,VPD75T,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2023-02-23T00:00:00.000,2022-02-25T00:00:00.000,2022-02-25T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6413,VPD97Z,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-09-15T00:00:00.000,2022-03-29T00:00:00.000,2022-03-29T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6414,VPF20G,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-03-22T00:00:00.000,2022-03-22T00:00:00.000,2022-03-22T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6415,VPF25K,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-06-13T00:00:00.000,2022-02-25T00:00:00.000,2022-02-25T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6416,VPF53T,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-02-28T00:00:00.000,2022-02-28T00:00:00.000,2022-02-28T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6417,VPF55L,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-02-28T00:00:00.000,2022-02-28T00:00:00.000,2022-02-28T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6418,VPF56T,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-05-16T00:00:00.000,2022-02-28T00:00:00.000,2022-02-28T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6419,VPF63K,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-02-25T00:00:00.000,2022-02-25T00:00:00.000,2022-02-25T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6420,VPG04J,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-11-30T00:00:00.000,2022-03-21T00:00:00.000,2022-03-21T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6421,VPG06J,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-03-22T00:00:00.000,2022-03-22T00:00:00.000,2022-03-22T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6422,VPG33Z,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-03-31T00:00:00.000,2022-03-31T00:00:00.000,2022-03-31T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6423,VPG41K,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-03-14T00:00:00.000,2022-03-14T00:00:00.000,2022-03-14T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6424,VPG93D,Bedrijfsauto,PEUGEOT,E-PARTNER,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-03-11T00:00:00.000,2022-03-11T00:00:00.000,2022-03-11T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6425,VPG98K,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-04-07T00:00:00.000,2022-04-07T00:00:00.000,2022-04-07T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6426,VPH27Z,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-03-28T00:00:00.000,2022-03-28T00:00:00.000,2022-03-28T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6427,VPJ76X,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-03-25T00:00:00.000,2022-03-25T00:00:00.000,2022-03-25T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6428,VPK08H,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-04-12T00:00:00.000,2022-04-12T00:00:00.000,2022-04-12T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6429,VPK14V,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-03-29T00:00:00.000,2022-03-29T00:00:00.000,2022-03-29T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6430,VPK32X,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-03-29T00:00:00.000,2022-03-29T00:00:00.000,2022-03-29T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6431,VPK43X,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-03-31T00:00:00.000,2022-03-31T00:00:00.000,2022-03-31T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6432,VPK73B,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-03-25T00:00:00.000,2022-03-25T00:00:00.000,2022-03-25T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6433,VPL17N,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-04-21T00:00:00.000,2022-04-21T00:00:00.000,2022-04-21T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6434,VPL30G,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2023-02-10T00:00:00.000,2022-03-30T00:00:00.000,2022-03-30T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6435,VPL36G,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-04-01T00:00:00.000,2022-04-01T00:00:00.000,2022-04-01T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6436,VPL79Z,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-04-08T00:00:00.000,2022-04-08T00:00:00.000,2022-04-08T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6437,VPN07G,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-05-20T00:00:00.000,2022-05-20T00:00:00.000,2022-05-20T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6438,VPN22X,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-04-08T00:00:00.000,2022-04-08T00:00:00.000,2022-04-08T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6439,VPN40V,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-04-16T00:00:00.000,2022-04-16T00:00:00.000,2022-04-16T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6440,VPN73B,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2023-01-31T00:00:00.000,2022-04-19T00:00:00.000,2022-04-19T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6441,VPN77Z,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-04-14T00:00:00.000,2022-04-14T00:00:00.000,2022-04-14T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6442,VPP02S,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-05-12T00:00:00.000,2022-05-12T00:00:00.000,2022-05-12T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6443,VPP15H,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-04-14T00:00:00.000,2022-04-14T00:00:00.000,2022-04-14T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6444,VPP27B,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-08-29T00:00:00.000,2022-08-29T00:00:00.000,2022-08-29T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6445,VPP71L,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-06-21T00:00:00.000,2022-06-21T00:00:00.000,2022-06-21T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6446,VPR27D,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-05-03T00:00:00.000,2022-05-03T00:00:00.000,2022-05-03T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6447,VPR63B,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-04-19T00:00:00.000,2022-04-19T00:00:00.000,2022-04-19T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6448,VPS15J,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-04-28T00:00:00.000,2022-04-28T00:00:00.000,2022-04-28T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6449,VPS29H,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-04-26T00:00:00.000,2022-04-26T00:00:00.000,2022-04-26T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6450,VPT18B,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-05-07T00:00:00.000,2022-05-07T00:00:00.000,2022-05-07T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6451,VPT51L,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-05-06T00:00:00.000,2022-05-06T00:00:00.000,2022-05-06T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6452,VPV69B,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-05-12T00:00:00.000,2022-05-12T00:00:00.000,2022-05-12T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6453,VPZ08R,Bedrijfsauto,CITROEN,E-BERLINGO VAN,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-05-31T00:00:00.000,2022-05-31T00:00:00.000,2022-05-31T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6454,VPZ23P,Bedrijfsauto,CITROEN,E-BERLINGO VAN,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-05-31T00:00:00.000,2022-05-31T00:00:00.000,2022-05-31T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6455,VPZ31G,Bedrijfsauto,CITROEN,E-BERLINGO VAN,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-05-31T00:00:00.000,2022-05-31T00:00:00.000,2022-05-31T00:00:00.000,4,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6456,VPZ49R,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-06-03T00:00:00.000,2022-06-03T00:00:00.000,2022-06-03T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6457,VRB16H,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-05-31T00:00:00.000,2022-05-31T00:00:00.000,2022-05-31T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6458,VRB61S,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-06-23T00:00:00.000,2022-06-23T00:00:00.000,2022-06-23T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6459,VRD04T,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-07-07T00:00:00.000,2022-07-07T00:00:00.000,2022-07-07T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6460,VRD16J,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-08-29T00:00:00.000,2022-08-29T00:00:00.000,2022-08-29T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6461,VRF55V,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-07-07T00:00:00.000,2022-07-07T00:00:00.000,2022-07-07T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6462,VRG22F,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-06-20T00:00:00.000,2022-06-20T00:00:00.000,2022-06-20T00:00:00.000,,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6463,VRG70G,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-09-02T00:00:00.000,2022-03-31T00:00:00.000,2022-06-17T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6464,VRH08F,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-08-29T00:00:00.000,2022-08-29T00:00:00.000,2022-08-29T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6465,VRH53V,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-06-30T00:00:00.000,2022-06-30T00:00:00.000,2022-06-30T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6466,VRJ30X,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-07-08T00:00:00.000,2022-07-08T00:00:00.000,2022-07-08T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6467,VRJ49N,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-09-21T00:00:00.000,2022-06-30T00:00:00.000,2022-06-30T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6468,VRJ53N,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-11-24T00:00:00.000,2022-06-30T00:00:00.000,2022-06-30T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6469,VRJ63S,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-06-30T00:00:00.000,2022-06-30T00:00:00.000,2022-06-30T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6470,VRL32G,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-07-30T00:00:00.000,2022-07-30T00:00:00.000,2022-07-30T00:00:00.000,4,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6471,VRN45S,Bedrijfsauto,CITROEN,E-BERLINGO VAN,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-07-29T00:00:00.000,2022-07-29T00:00:00.000,2022-07-29T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6472,VRN49X,Bedrijfsauto,CITROEN,E-BERLINGO VAN,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-08-01T00:00:00.000,2022-08-01T00:00:00.000,2022-08-01T00:00:00.000,4,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6473,VRN76R,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-09-08T00:00:00.000,2022-09-08T00:00:00.000,2022-09-08T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6474,VRP02T,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-08-05T00:00:00.000,2022-08-05T00:00:00.000,2022-08-05T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6475,VRP21F,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-11-03T00:00:00.000,2022-07-28T00:00:00.000,2022-07-28T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6476,VRS31Z,Bedrijfsauto,PEUGEOT,E-PARTNER,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-08-31T00:00:00.000,2022-08-31T00:00:00.000,2022-08-31T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6477,VRT80J,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-09-05T00:00:00.000,2022-09-05T00:00:00.000,2022-09-05T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6478,VRT83T,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-11-24T00:00:00.000,2022-08-31T00:00:00.000,2022-08-31T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,,715/2007*2018/1832AX
6479,VRT90S,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-10-07T00:00:00.000,2022-10-07T00:00:00.000,2022-10-07T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6480,VRV06K,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-09-05T00:00:00.000,2022-01-24T00:00:00.000,2022-09-05T00:00:00.000,4,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6481,VRV14Z,Bedrijfsauto,CITROEN,E-BERLINGO VAN,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-09-19T00:00:00.000,2022-09-19T00:00:00.000,2022-09-19T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6482,VRV51B,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-09-13T00:00:00.000,2021-11-25T00:00:00.000,2022-09-13T00:00:00.000,4,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6483,VRV62B,Bedrijfsauto,CITROEN,E-BERLINGO VAN,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-08-31T00:00:00.000,2022-08-31T00:00:00.000,2022-08-31T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6484,VRX65X,Bedrijfsauto,CITROEN,E-BERLINGO VAN,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-10-11T00:00:00.000,2022-10-11T00:00:00.000,2022-10-11T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6485,VSB75Z,Bedrijfsauto,OPEL,Combo-e Cargo,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-10-31T00:00:00.000,2021-11-25T00:00:00.000,2022-10-31T00:00:00.000,5,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6486,VSB99L,Bedrijfsauto,OPEL,COMBO-E CARGO,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-09-23T00:00:00.000,2021-11-25T00:00:00.000,2022-09-23T00:00:00.000,5,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6487,VSF86Z,Bedrijfsauto,CITROEN,E-BERLINGO VAN,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-10-07T00:00:00.000,2022-10-07T00:00:00.000,2022-10-07T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6488,VSJ08X,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-11-11T00:00:00.000,2022-11-11T00:00:00.000,2022-11-11T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6489,VSJ14H,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-10-28T00:00:00.000,2022-10-28T00:00:00.000,2022-10-28T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6490,VSJ58L,Bedrijfsauto,TOYOTA,PROACE CITY ELECTRIC,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-11-03T00:00:00.000,2022-11-03T00:00:00.000,2022-11-03T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6491,VSJ79H,Bedrijfsauto,PEUGEOT,E-PARTNER,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2022-11-14T00:00:00.000,2022-11-14T00:00:00.000,2022-11-14T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6492,VSL20B,Bedrijfsauto,PEUGEOT,E-PARTNER,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2023-01-27T00:00:00.000,2023-01-27T00:00:00.000,2023-01-27T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
6493,VSL27Z,Bedrijfsauto,PEUGEOT,E-PARTNER,gesloten opbouw,N.v.t.,1607,Ja,4,N1,2023-02-17T00:00:00.000,2023-02-17T00:00:00.000,2023-02-17T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
