,DateLastVerified,ID,NumberOfPoints,DateLastStatusUpdate,DataQualityLevel,DateCreated,Address_ID,Address_Title,Address_Line1,Address_Town,Postcode,LAT,LON,UsageCost,MetadataValues,DateLastConfirmed,Address_Type
120,2021-08-20T08:16:00Z,188816,2,2021-08-20T08:16:00Z,1.0,2021-08-18T21:26:00Z,189175,Hendriksen Accountants,Haarweg 3,Tubbergen,7651,52.39935783211084,6.783781252681251,,,,Straat
121,2021-05-04T21:00:00Z,175280,6,2021-05-04T21:00:00Z,1.0,2021-05-04T20:34:00Z,175639,Shell Recharge,A27,Hank,4273,51.74455131475028,4.91804792074322,,,,Tankstation
122,2022-08-03T08:29:00Z,175091,2,2022-08-03T08:29:00Z,1.0,2021-04-26T13:00:00Z,175450,IONITY Sandelingen West,"Sandelingen West, A16, 16",Hendrik-Ido-Ambacht,3342,51.834832,4.618082,,,,Tankstation
123,2021-04-26T20:44:00Z,175088,6,2021-04-26T20:44:00Z,1.0,2021-04-26T12:52:00Z,175447,IONITY Oosterhout,Beneluxweg 1,Oosterhout,4904,51.626778,4.870164,,,,Tankstation
124,2021-04-26T20:33:00Z,175087,4,2021-04-26T20:33:00Z,1.0,2021-04-26T12:48:00Z,175446,IONITY Bodegraven,La Place Goudseweg 32,Bodegraven,2411,52.066539,4.738413,,,,Tankstation
125,2021-04-26T20:36:00Z,175086,2,2021-04-26T20:36:00Z,1.0,2021-04-26T12:32:00Z,175445,IONITY De Kroon,De Kroon,Nieuwegein,3433,52.014276,5.119229,,,,Tankstation
126,2021-04-26T20:35:00Z,175082,2,2021-04-26T20:35:00Z,1.0,2021-04-26T12:16:00Z,175441,IONITY Tolnegen Noord,Rijksweg A1 21,Stroe,3776,52.184387,5.670553,,,,Tankstation
127,2022-08-13T21:11:00Z,175038,4,2022-08-13T21:11:00Z,1.0,2021-04-25T14:26:00Z,175397,IONITY Best,Eindhovenseweg Zuid 635683 PW BestThe Netherlands,,5683,51.503064,5.414372,,,,Tankstation
128,2021-04-18T14:40:00Z,174898,2,2021-04-18T14:40:00Z,1.0,2021-04-18T08:52:00Z,175257,De Brink,Marktstraat,Zuidlaren,9471,53.092833955052896,6.686966293022351,,,,Straat
129,2021-04-18T14:41:00Z,174897,2,2021-04-18T14:41:00Z,1.0,2021-04-18T08:44:00Z,175256,Coop Parking Lot ,De Klencke,Zuidlaren ,9472,53.07778991690341,6.699140666223229,,,,Straat
130,2021-03-18T22:04:00Z,174143,12,2021-03-18T22:04:00Z,1.0,2021-03-18T10:51:00Z,174502,Marktplein,Marktplein,Haarlemmermeer,2132,52.30521415057004,4.693212235237297,,,,Straat
131,2021-03-09T22:32:00Z,173970,2,2021-03-09T22:32:00Z,1.0,2021-03-08T19:25:00Z,174329,EVBox fastcharger,Kallenbroekerweg,Barneveld,3771,52.14141141493823,5.567445005043965,€0.39/kWh,,,Straat
132,2021-03-08T10:45:00Z,173931,1,2021-03-08T10:45:00Z,1.0,2021-03-07T18:44:00Z,174290, AVIA de Poel - Goes,77A Anthony Fokkerstraat,Goes,4462,51.49369149242824,3.881460649445785,free,,,Straat
133,2021-03-05T18:01:00Z,173893,1,2021-03-05T18:01:00Z,1.0,2021-03-05T10:15:00Z,174252,Ab en van de Schelde Nissan dealer,Nikolaus Ottostraat,Zwolle,8013,52.49450730013044,6.122473470318141,,,,Straat
134,2021-03-07T20:26:00Z,173892,1,2021-03-07T20:26:00Z,1.0,2021-03-05T10:13:00Z,174251,Ab en van de Schelde Nissan dealer,Nikolaus Ottostraat,Zwolle,8013,52.49450730013044,6.122473470318141,,,,Straat
135,2021-01-02T19:35:00Z,171439,1,2021-01-02T19:35:00Z,1.0,2021-01-02T01:24:00Z,171798,Van Musschenbroekstraat,Van Musschenbroekstraat,The Hague,2522,52.065035901097986,4.329579515997125,"€0,33/kWh",,,Straat
136,2020-12-20T06:32:00Z,171094,16,2020-12-20T06:32:00Z,1.0,2020-12-20T06:32:00Z,171453,Meerkerk Supercharger,Energieweg 116 Meerkerk,Utrecht,4231,51.899517,4.982968,€0.25/kWh; andere tarieven voor oudere auto's,,,Tankstation
137,2020-12-20T06:30:00Z,171086,4,2020-12-20T06:30:00Z,1.0,2020-12-20T06:30:00Z,171445,Carlton President Hotel,25 Floraweg,Utrecht,3542,52.12049127,5.03869943,,,,Recreatie
138,2020-12-20T11:07:00Z,171081,1,2020-12-20T11:07:00Z,1.0,2020-12-19T11:37:00Z,171440,Waterfront,Waterfront,Eindhoven,5658,51.439800399682724,5.40194946392603,,,,Straat
139,2020-12-20T15:53:00Z,171080,4,2020-12-20T15:53:00Z,1.0,2020-12-19T11:14:00Z,171439,4 charge points Waterrijk,Waterlinie,Eindhoven,5658,51.435549864472904,5.395050952476026,"0,37 €/ kWh",,,Straat
140,2020-12-13T18:15:00Z,170946,2,2020-12-13T18:15:00Z,1.0,2020-12-13T07:44:00Z,171305,Rosariumstraat,Rosariumstraat,Zwolle,8043,52.525242027120925,6.070279269660773,,,,Straat
141,2020-12-08T18:30:00Z,170757,10,2020-12-08T18:30:00Z,1.0,2020-12-08T12:09:00Z,171116,Willibrordus Business Center,Kennemerstraatweg 464,Heiloo,1851,52.59565598875008,4.709053203057465,,,,Straat
143,2020-12-02T16:01:00Z,170569,2,2020-12-02T16:01:00Z,1.0,2020-12-01T15:25:00Z,170928,Flitsmeister,Landjuweel 24,Veenendaal,3905,52.039305597053925,5.550275138520533,,,,Straat
144,2020-12-02T16:00:00Z,170568,2,2020-12-02T16:00:00Z,1.0,2020-12-01T15:22:00Z,170927,24 Landjuweel,24 Landjuweel,Veenendaal,3905,52.03925546403201,5.550582310882078,,,,Straat
145,2020-11-21T06:56:00Z,170229,8,2020-11-21T06:56:00Z,1.0,2020-11-21T06:56:00Z,170588,Zuidbroek,Burgemeester Otmaweg 2,Zuidbroek,9636,53.169567,6.852949,€0.25/kWh; andere tarieven voor oudere auto's,,,Straat
146,2020-11-15T10:41:00Z,169959,8,2020-11-15T10:41:00Z,1.0,2020-11-15T03:23:00Z,170318,Parking banjaardstrand,Parking banjaardstrand,Noord-Beveland,4493,51.590606301790416,3.6629008999134385,,,,Straat
147,2020-10-29T07:32:00Z,169654,2,2020-10-29T07:32:00Z,1.0,2020-10-28T12:56:00Z,170013,Graaf Adolfstraat,Graaf Adolfstraat,,2415,52.077645597481876,4.820435944502833,,,,Straat
148,2020-10-14T05:34:00Z,169309,12,2020-10-14T05:34:00Z,1.0,2020-10-14T05:34:00Z,169668,Leusden Supercharger,Philipsstraat Leusden 18,Utrecht,3833,52.144022,5.416976,€0.25/kWh; andere tarieven voor oudere auto's,,,Tankstation
150,2020-08-27T15:22:00Z,167143,2,2020-08-27T15:22:00Z,1.0,2020-08-27T15:20:00Z,167502,Boekhorstlaan 4,3847 LP,Harderwijk,3847,52.33570233192614,5.643056566499581,Euro 0.55 kwh,,,Straat
151,2020-08-21T07:02:00Z,163019,1,2020-08-21T07:02:00Z,1.0,2020-08-19T09:23:00Z,163376,"Achterweg 1, Onderdendam",Achterweg 1,Onderdendam,9959,53.3353029,6.5879694,"0,29 Euro/ kWh (incl BTW)",,,Straat
152,2020-08-13T07:41:00Z,162620,2,2020-08-13T07:41:00Z,1.0,2020-08-12T15:22:00Z,162977,9 Doornkampsteeg,9 Doornkampsteeg,'s-Hertogenbosch,5236,51.733641519305564,5.328723169128807,€0.34/kWh,,,Straat
153,2020-08-08T15:22:00Z,162393,2,2020-08-08T15:22:00Z,1.0,2020-08-07T11:38:00Z,162750,Wolkammersstraat,Wolkammersstraat,Súdwest-Fryslân,8601,53.034881824005396,5.622067875116045,,,,Straat
154,2020-08-07T07:28:00Z,162363,1,2020-08-07T07:28:00Z,1.0,2020-08-07T04:50:00Z,162720,Koningin Emmaplein 15,Koningin Emmaplein 15,Rotterdam,3015,51.910371730587144,4.474995764763207,,,,Straat
155,2020-08-07T07:30:00Z,162362,1,2020-08-07T07:30:00Z,1.0,2020-08-07T04:47:00Z,162719,Van Vollenhovenstraat 3,Van Vollenhovenstraat 3,Rotterdam,3016,51.910460915596104,4.477087146797885,,,,Straat
156,2020-08-04T18:17:00Z,162064,2,2020-08-04T18:17:00Z,1.0,2020-08-01T10:57:00Z,162421,Honthorststraat,Honthorststraat 46,Amsterdam,1071,52.35769059255907,4.88575757377555,,,,Straat
157,2021-01-07T06:55:00Z,161875,8,2021-01-07T06:55:00Z,1.0,2020-07-27T14:47:00Z,162232,Middelburg Supercharger,Paukenweg 3,Middelburg,4337,51.480275,3.636485,€0.25/kWh; andere tarieven voor oudere auto's,,,Tankstation
158,2020-07-27T13:51:00Z,161853,2,2020-07-27T13:51:00Z,1.0,2020-07-27T11:17:00Z,162210,Shell Rotterdam,48 Stadionweg,Rotterdam,3078,51.89464168918698,4.530835616649711,,,,Tankstation
159,2020-07-19T05:32:00Z,161638,8,2020-07-19T05:32:00Z,1.0,2020-07-19T05:32:00Z,161995,Akersloot Supercharger,Geesterweg 1a,Akersloot,1921,52.547541,4.722741,€0.25/kWh; andere tarieven voor oudere auto's,,,Tankstation
160,2020-07-20T18:43:00Z,161618,1,2020-07-20T18:43:00Z,1.0,2020-07-18T11:14:00Z,161975,3 Waterschapstraat,3 Waterschapstraat,Alkmaar,1821,52.630213224208035,4.757845411660696,,,,Straat
161,2020-12-20T06:34:00Z,161434,20,2020-12-20T06:34:00Z,1.0,2020-07-12T05:32:00Z,161791,Apeldoorn Oost Supercharger,Landgoedlaan 26,Apeldoorn,7325,52.204703,6.016104,€0.25/kWh; andere tarieven voor oudere auto's,,,Tankstation
162,2020-07-10T17:07:00Z,161381,4,2020-07-10T17:07:00Z,1.0,2020-07-10T07:26:00Z,161738,IJsvogelstraat,IJsvogelstraat 34,Aalsmeer,1431,52.25563301923523,4.7599020794293665,"€0,34/kWh",,,Straat
163,2021-01-09T06:44:00Z,161270,18,2021-01-09T06:44:00Z,1.0,2020-07-08T05:28:00Z,161627,Rijswijk Supercharger,Laan Van Hoornwijck 29,Rijswijk,2289,52.048276,4.349078,€0.25/kWh; andere tarieven voor oudere auto's,,,Tankstation
164,2020-06-09T06:22:00Z,157470,2,2020-06-09T06:22:00Z,1.0,2020-06-08T17:34:00Z,157824,Zebrakever,Zebrakever,Son en Breugel,5692,51.53141911337636,5.48762993293019,,,,Straat
165,2020-06-08T10:39:00Z,157452,2,2020-06-08T10:39:00Z,1.0,2020-06-07T17:09:00Z,157806,Rooijseweg,Rooijseweg,Son en Breugel,5691,51.5243917,5.4910909,,,,Straat
166,2020-05-29T08:19:00Z,157325,2,2020-05-29T08:19:00Z,1.0,2020-05-28T11:35:00Z,157679,Koningsweg 26,Koningsweg 26,Twenterand,7672,52.41508160721338,6.621509916866216,"0,37 €/ kWh",,,Straat
167,2020-05-05T06:06:00Z,156061,2,2020-05-05T06:06:00Z,1.0,2020-05-04T16:00:00Z,156415,Dadelgaarde 28,Dadelgaarde 28,Zoetermeer,2723,52.059905953834345,4.515953744973444,,,,Straat
169,2020-12-18T19:55:00Z,155570,1,2020-12-18T19:55:00Z,1.0,2020-04-19T11:05:00Z,155924,15 Maaslandstraat,15 Maaslandstraat,Oisterwijk,5061,51.58392882792006,5.208350056368886,0.30,,,Straat
170,2020-03-29T09:32:00Z,155148,6,2020-03-29T09:32:00Z,1.0,2020-03-28T22:05:00Z,155502,Onderdreef 1A,Onderdreef,Buren,4116,51.91202628008102,5.331636984511761,"€0,34/kWh",,,Straat
171,2020-03-22T08:55:00Z,154912,2,2020-03-22T08:55:00Z,1.0,2020-03-21T08:46:00Z,155265,Sowetostraat 2,Sowetostraat 2,Delft,2622,51.981313294692,4.338029529359346,,,,Straat
172,2020-03-21T08:14:00Z,154843,1,2020-03-21T08:14:00Z,1.0,2020-03-20T11:28:00Z,155196,Enkplein 2,Enkplein,Velp,6881,51.99904825178032,5.968128500752073,"€0,35 per kWh",,,Straat
173,2020-03-07T18:59:00Z,149869,2,2020-03-07T18:59:00Z,1.0,2020-03-07T17:14:00Z,150222,Schuddebeursstraat,Schuddebeursstraat 90,Zoetermeer,2729,52.061878017790576,4.539799144399467,,,,Straat
174,2020-02-28T08:08:00Z,149536,3,2020-02-28T08:08:00Z,1.0,2020-02-27T17:03:00Z,149889,Agri SnelTank,Hudsonweg 12,Goes,4462,51.483224893636816,3.894598537953584,"DC: €0,70/kWh AC: €0,34/kWh",,,Straat
175,2020-02-26T16:08:00Z,149457,2,2020-02-26T16:08:00Z,1.0,2020-02-26T13:50:00Z,149810,Argonautenstraat 19,Argonautenstraat 19,Amsterdam,1076,52.34361035307606,4.860980473843256,"€0,34/kWh",,,Straat
176,2020-02-09T18:04:00Z,148645,2,2020-02-09T18:04:00Z,1.0,2020-02-08T11:34:00Z,148997,Oudorperdijkje,Oudorperdijkje,Alkmaar,1821,52.628374784191664,4.760675819920607,,,,Straat
177,2020-02-03T16:45:00Z,148471,2,2020-02-03T16:45:00Z,1.0,2020-02-03T08:31:00Z,148823,Fivelgolaan,Fivelgolaan,Groningen,9727,53.19893376495949,6.526537179599018,,,,Straat
178,2020-02-02T17:17:00Z,148324,2,2020-02-02T17:17:00Z,1.0,2020-01-30T11:55:00Z,148676,Strawinskylaan,Strawinskylaan,Amsterdam,1077,52.340961671030556,4.875402153081495,"€0,36/kWh",,,Straat
179,2020-02-05T09:37:00Z,148197,2,2020-02-05T09:37:00Z,1.0,2020-01-27T11:15:00Z,148549,LastMileSolutions Charging Station,Wagenaarweg 17,Den Haag,2597,52.10143220497022,4.296741264116008,,,,Straat
180,2020-01-25T06:41:00Z,148110,16,2020-01-25T06:41:00Z,1.0,2020-01-25T06:41:00Z,148462,'S-Hertogenbosch Supercharger,Burgemeester Burgerslaan 50,Rosmalen,5245,51.720357,5.333276,€0.25/kWh; andere tarieven voor oudere auto's,,,Tankstation
181,2020-01-25T23:14:00Z,148061,2,2020-01-25T23:14:00Z,1.0,2020-01-24T12:12:00Z,148413,Scheldestraat 2,Scheldestraat 2,IJmuiden,1972,52.45791653907861,4.610817588895998,€0.32/kWh,,,Straat
183,2020-01-09T16:26:00Z,145861,1,2020-01-09T16:26:00Z,1.0,2019-12-24T12:08:00Z,146213,Escher EV,Maurits Escherstraat 12,Zelhem,7021,52.00997492699278,6.360814324598891,"€0,31",,,Straat
185,2019-12-17T23:23:00Z,135327,2,2019-12-17T23:23:00Z,1.0,2019-12-17T15:24:00Z,135673,Doctor Ariënsstraat,Doctor Ariënsstraat 27,Peel en Maas,5981,51.324719151036305,5.978757452000309,,,,Straat
186,2019-10-31T21:31:00Z,134006,2,2019-10-31T21:31:00Z,1.0,2019-10-31T14:34:00Z,134352,Stationsplein,Stationsplein,Gilze en Rijen,5122,51.5840855763044,4.92548384979523,,,,Straat
187,2019-10-26T17:35:00Z,133796,12,2019-10-26T17:35:00Z,1.0,2019-10-26T17:33:00Z,134142,Ericssonstraat 2 Rijen,Ericssonstraat 2,Rijen,5121,51.57804198587354,4.926538867494173,,,,Straat
188,2022-05-29T09:25:00Z,133792,4,2022-05-29T09:25:00Z,1.0,2019-10-26T08:03:00Z,134138,Fastned Ravensewetering,Ravensewetering,Nieuwegein,3439,52.04992463230403,5.122193865356394,,,,Tankstation
189,2022-08-03T17:26:00Z,133791,4,2022-08-03T17:26:00Z,1.0,2019-10-26T07:59:00Z,134137,Fastned Jutphaas,Jutphaas A2,Nieuwegein,3437,52.01765429656405,5.068244565118107,,,,Tankstation
190,2020-03-12T12:07:00Z,133777,20,2020-03-12T12:07:00Z,1.0,2019-10-26T05:55:00Z,134123,Duiven Supercharger,Impuls 2,Duiven,6921,51.959482,6.021093,€0.25/kWh; andere tarieven voor oudere auto's,,,Tankstation
191,2021-01-30T07:04:00Z,133766,32,2021-01-30T07:04:00Z,1.0,2019-10-26T05:53:00Z,134112,Naarden Supercharger,Ijsselmeerweg 3,Naarden,1411,52.308658,5.140926,€0.25/kWh; andere tarieven voor oudere auto's,,,Tankstation
192,2019-10-26T17:21:00Z,133744,2,2019-10-26T17:21:00Z,1.0,2019-10-25T09:20:00Z,134090,Marijkestraat,Marijkestraat,Gilze en Rijen,5121,51.588294822554,4.91985313736404,,,,Straat
193,2019-10-22T05:45:00Z,133632,1,2019-10-22T05:45:00Z,1.0,2019-10-22T05:45:00Z,133978,Heerlijkheid Mariënwaerdt,Oude Waag 21,Beesd,4153,51.889319,5.219076,,,,Straat
194,2019-10-16T17:55:00Z,133376,4,2019-10-16T17:55:00Z,1.0,2019-10-16T17:55:00Z,133722,Fastned De Hackelaar,De Hackelaar A1,Muiden,1398,52.322068974177654,5.084432053024898,,,,Tankstation
196,2019-10-11T17:03:00Z,133004,4,2019-10-11T17:03:00Z,1.0,2019-10-11T07:42:00Z,133350,SpaSereen,"Westbroekse Binnenweg 2a, ",Tienhoven,3612,52.1464286185232,5.08371539338782,,,,Straat
197,2019-10-11T07:14:00Z,132596,4,2019-10-11T07:14:00Z,1.0,2019-10-03T07:08:00Z,132942,IONITY Sevenum,Kleefsedijk 27,Sevenum,5975,51.3800057287701,5.98544993956125,Aprox. 8 euro per charging session. Depending on provider.,,,Tankstation
198,2019-10-30T21:07:00Z,132397,3,2019-10-30T21:07:00Z,1.0,2019-09-28T12:54:00Z,132743,Fastned De Knoest,De Knoest A27,Nieuwegein,3433,52.0142658986678,5.12237807136125,,,,Tankstation
199,2019-09-28T12:35:00Z,132396,4,2019-09-28T12:35:00Z,1.0,2019-09-28T12:35:00Z,132742,Fastned Varakker,Varakker A15,Opheusden,4043,51.9239521236228,5.605242981731408,,,,Tankstation
200,2019-09-28T12:30:00Z,132395,2,2019-09-28T12:30:00Z,1.0,2019-09-28T12:30:00Z,132741,Fastned Jan Heijnsstraat (AH),Jan Heijnsstraat 10,Tilburg,5041,51.56232666590884,5.07525043679334,,,,Tankstation
201,2019-09-28T12:26:00Z,132394,4,2019-09-28T12:26:00Z,1.0,2019-09-28T12:26:00Z,132740,Fastned Bloemheuvel,Bloemheuvel A12,Woudenberg,3931,52.049899909363546,5.461559592664003,,,,Tankstation
202,2019-09-28T12:17:00Z,132393,4,2019-09-28T12:17:00Z,1.0,2019-09-28T12:17:00Z,132739,Fastned De Vonken,De Vonken A7,Terwispel,8407,53.032415688134506,6.021034570977008,,,,Tankstation
203,2019-09-28T11:25:00Z,132391,8,2019-09-28T11:25:00Z,1.0,2019-09-28T11:25:00Z,132737,Fastned Den Ruygen Hoek-Oost,Den Ruygen Hoek-Oost A4,Rijsenhout,2132,52.25826430677844,4.685957607546129,,,,Tankstation
204,2019-09-28T10:56:00Z,132390,4,2019-09-28T10:56:00Z,1.0,2019-09-28T10:56:00Z,132736,Fastned Aalscholver,Aalscholver A6,Lelystad,8218,52.43605394334023,5.425004709194127,,,,Tankstation
205,2019-09-28T10:55:00Z,132389,4,2019-09-28T10:55:00Z,1.0,2019-09-28T10:55:00Z,132735,Fastned Lepelaar,Lepelaar A6,Lelystad,8218,52.432869,5.422989,,,,Tankstation
206,2019-09-28T10:32:00Z,132387,8,2019-09-28T10:32:00Z,1.0,2019-09-28T10:32:00Z,132733,Fastned Honswijck,Honswijck A1,Muiden,1398,52.3198822293468,5.077603571033933,,,,Tankstation
207,2019-09-28T10:22:00Z,132386,4,2019-09-28T10:22:00Z,1.0,2019-09-28T10:22:00Z,132732,Fastned Portland,Portland A15,Rhoon,3161,51.86262339782925,4.4598305447498205,,,,Tankstation
208,2019-09-28T10:21:00Z,132385,4,2019-09-28T10:21:00Z,1.0,2019-09-28T10:21:00Z,132731,Fastned Wellerzand,Wellerzand A6,Bant,8313,52.784365011052245,5.759275406583583,,,,Tankstation
209,2019-09-28T10:20:00Z,132384,4,2019-09-28T10:20:00Z,1.0,2019-09-28T10:20:00Z,132730,Fastned Lemsterhop,Lemsterhop A6,Rutten,8313,52.818464629420276,5.7423368906721635,,,,Tankstation
210,2019-09-28T10:19:00Z,132383,4,2019-09-28T10:19:00Z,1.0,2019-09-28T10:19:00Z,132729,GelreDome,Batavierenweg 29,Arnhem,6841,51.96467,5.892364,,,,Recreatie
211,2019-09-28T14:22:00Z,132382,4,2019-09-28T14:22:00Z,1.0,2019-09-28T10:11:00Z,132728,Fastned Mastpolder,Mastpolder A58,Rucphen,4715,51.5476316753116,4.53054657308508,,,,Tankstation
212,2019-09-28T10:09:00Z,132381,4,2019-09-28T10:09:00Z,1.0,2019-09-28T10:09:00Z,132727,Fastned Hoezaar,Hoezaar A58,Rucphen,4735,51.54878251803402,4.529013372128929,,,,Tankstation
213,2019-09-28T14:22:00Z,132380,4,2019-09-28T14:22:00Z,1.0,2019-09-28T10:05:00Z,132726,Fastned Prinses Máximaplein,Prinses Máximaplein,Den Haag,2496,52.0552053241585,4.39111172879348,,,,Tankstation
214,2019-09-28T10:04:00Z,132379,4,2019-09-28T10:04:00Z,1.0,2019-09-28T10:04:00Z,132725,Fastned Sandelingen-Oost,Sandelingen-Oost A16,Hendrik-Ido-Ambacht,3342,51.83475015088521,4.620992950949812,,,,Tankstation
215,2019-09-28T10:01:00Z,132378,4,2019-09-28T10:01:00Z,1.0,2019-09-28T10:01:00Z,132724,Fastned Vrijenban,Vrijenban A13,Delft,2629,51.983412,4.392855,,,,Tankstation
216,2019-09-28T09:59:00Z,132377,4,2019-09-28T09:59:00Z,1.0,2019-09-28T09:59:00Z,132723,Fastned Hazeldonk-Oost,Hazeldonk-Oost A16,Breda,4836,51.497864494311045,4.743250363658831,,,,Tankstation
217,2019-09-28T09:58:00Z,132376,4,2019-09-28T09:58:00Z,1.0,2019-09-28T09:58:00Z,132722,Fastned Hazeldonk-West,Hazeldonk-West A16,Breda,4836,51.50006170367081,4.7410144819448305,,,,Tankstation
218,2019-09-28T09:56:00Z,132375,4,2019-09-28T09:56:00Z,1.0,2019-09-28T09:56:00Z,132721,Fastned Molenkamp,Molenkamp A15,Gellicum,4156,51.847476442050805,5.190784931576445,,,,Tankstation
219,2019-09-28T09:54:00Z,132374,4,2019-09-28T09:54:00Z,1.0,2019-09-28T09:54:00Z,132720,Fastned Eigenblok,Eigenblok A15,Gellicum,4156,51.849068597836464,5.191414900292784,,,,Tankstation
220,2019-09-28T09:36:00Z,132373,4,2019-09-28T09:36:00Z,1.0,2019-09-28T09:36:00Z,132719,Fastned Overbroek,Overbroek A15,Opheusden,4051,51.92159655110726,5.603319459536806,,,,Tankstation
221,2019-09-28T09:34:00Z,132372,4,2019-09-28T09:34:00Z,1.0,2019-09-28T09:34:00Z,132718,Fastned Streepland,Streepland A16,Zevenbergschen Hoek,4765,51.69068858287895,4.657570000495866,,,,Tankstation
222,2019-12-08T16:58:00Z,132371,4,2019-12-08T16:58:00Z,1.0,2019-09-28T09:32:00Z,132717,Fastned Tussenhoek,Tussenhoek N57,Vierpolders,3237,51.870171183539355,4.182257291199221,,,,Tankstation
223,2019-09-28T09:31:00Z,132370,4,2019-09-28T09:31:00Z,1.0,2019-09-28T09:31:00Z,132716,Fastned Coosenhoek,Coosenhoek N57,Vierpolders,3237,51.870605301019566,4.180432122666616,,,,Tankstation
224,2019-09-28T08:44:00Z,132369,4,2019-09-28T08:44:00Z,1.0,2019-09-28T08:44:00Z,132715,Fastned Meedenertol,Meedenertol A7,Scheemda,9679,53.18090611485101,6.933631737604628,,,,Tankstation
225,2019-09-28T08:42:00Z,132368,4,2019-09-28T08:42:00Z,1.0,2019-09-28T08:42:00Z,132714,Fastned Roode Til,Roode Til A7,Scheemda,9679,53.182019030339205,6.931017642004235,,,,Tankstation
226,2019-09-28T08:41:00Z,132367,4,2019-09-28T08:41:00Z,1.0,2019-09-28T08:41:00Z,132713,Fastned De Walden,De Walden A7,Terwispel,8407,53.02930206042643,6.020059502517029,,,,Tankstation
227,2019-09-28T08:39:00Z,132366,4,2019-09-28T08:39:00Z,1.0,2019-09-28T08:39:00Z,132712,Fastned Beatrixkwartier,J.P. Coenstraat 2,Den Haag,2595,52.07904494794499,4.333990347882718,,,,Tankstation
228,2019-09-28T08:28:00Z,132365,4,2019-09-28T08:28:00Z,1.0,2019-09-28T08:28:00Z,132711,Fastned Middelsloot,Middelsloot A7,Middenbeemster,1461,52.545986435998685,4.957308495860389,,,,Tankstation
229,2019-09-16T05:35:00Z,131963,1,2019-09-16T05:35:00Z,1.0,2019-09-16T05:35:00Z,132309,Hotel Old Dutch Bergen Op Zoom,Stationsstraat 31,Bergen op Zoom,4611,51.4950874,4.2952009,,,,Recreatie
230,2019-09-02T05:32:00Z,131289,1,2019-09-02T05:32:00Z,1.0,2019-09-02T05:32:00Z,131635,Herberg de Klomp,Vilsterseweg 10,Vilsteren,7734,52.5110807,6.3540541,,,,Straat
231,2019-08-28T19:55:00Z,131004,1,2019-08-28T19:55:00Z,1.0,2019-08-28T19:55:00Z,131350,Qurios Zandvoort,Boulevard Barnaart 30,Zandvoort,2041,52.386701,4.535351,,,,Straat
232,2019-08-28T19:50:00Z,130974,1,2019-08-28T19:50:00Z,1.0,2019-08-28T19:50:00Z,131320,Comfortcamping Scheldeoord,Landingsweg 1,Baarland,4435,51.396404,3.89869,,,,Straat
233,2019-08-28T20:21:00Z,130958,4,2019-08-28T20:21:00Z,1.0,2019-08-27T21:24:00Z,131304,Reginahof,Reginahof,Goeree-Overflakkee,3247,51.7488403179767,4.1007135315233,,,,Straat
234,2019-08-24T11:50:00Z,130825,2,2019-08-24T11:50:00Z,1.0,2019-08-18T07:34:00Z,131171,EVB-P1607208,de Gildekamp 6004,Nijmegen,6545,51.8312595701483,5.80206636530647,,,,Straat
235,2019-08-24T10:48:00Z,130824,1,2019-08-24T10:48:00Z,1.0,2019-08-18T06:50:00Z,131170,McDonald's Nijmegen Noviu.,Wijchenseweg 202,Nijmegen,6538,51.82525258085269,5.803722694323596,,,,Restaurant
236,2019-08-24T11:46:00Z,130757,1,2019-08-24T11:46:00Z,1.0,2019-08-13T12:48:00Z,131103,Het Diep,Het Diep,,8254,52.5243266699086,5.71568012375474,,,,Straat
237,2019-08-12T17:05:00Z,130748,2,2019-08-12T17:05:00Z,1.0,2019-08-12T12:08:00Z,131094,Nyeveltstraat 1,Nyeveltstraat 1,Utrecht,3454,52.0814474144259,5.03528223213107,,,,Straat
239,2019-07-22T13:57:00Z,129629,2,2019-07-22T13:57:00Z,1.0,2019-07-21T20:43:00Z,129975,Vletkade parkeerplaats,Vletkade 20,Zoetermeer,2725,52.0767138401761,4.49590898462804,0.30,,,Parkeerterrein
240,2021-05-07T07:29:00Z,129191,1,2021-05-07T07:29:00Z,1.0,2019-07-15T16:15:00Z,129537,Qurios Ameland,Oranjeweg 42B,Hollum,9161,53.448264,5.630548,,,,Straat
241,2019-07-15T14:18:00Z,129101,4,2019-07-15T14:18:00Z,1.0,2019-07-14T14:59:00Z,129447,Tolberterstraat,Tolberterstraat,Westerkwartier,9351,53.166317526302,6.38593530149933,,,,Straat
242,2019-07-08T11:08:00Z,128883,4,2019-07-08T11:08:00Z,1.0,2019-07-03T12:41:00Z,129229,Landmetersweg,Landmetersweg,Veere,4356,51.5556883118205,3.55077481928902,"0,34€/kWh",,,Straat
243,2019-07-02T04:53:00Z,128820,2,2019-07-02T04:53:00Z,1.0,2019-06-30T07:14:00Z,129166,Het Galjoen 33,Het Galjoen 33,Baarn,3742,52.2052588069986,5.30194795798479,,,,Straat
244,2019-06-29T05:54:00Z,128815,2,2019-06-29T05:54:00Z,1.0,2019-06-28T22:13:00Z,129161,Merkelbachlaan,Merkelbachlaan,IJsselstein,3404,52.0115731486211,5.03730420790919,,,,Straat
245,2019-06-29T05:59:00Z,128793,1,2019-06-29T05:59:00Z,1.0,2019-06-28T07:18:00Z,129139,Morelstraat,Morelstraat 37,Utrecht,3552,52.1082026963618,5.10280388270178,Volume (/kWh)	€ 0.34,,,Straat
